cost,incumbents,operation_time
50.0,1.4872,0.0
59.593967358102674,1.4872,123.82064604759216
65.96250197626152,1.4872,227.37634134292603
74.06882473189495,1.4872,324.9897437095642
82.49477441852426,1.4872,434.66341614723206
91.30125263523442,1.4872,536.8089299201965
100.39152621588296,1.4872,645.2412776947021
109.27860876973378,1.4872,753.3724703788757
118.16950709630866,1.4872,889.9069576263428
126.5696067604918,1.4872,1025.821871995926
135.70173742277635,1.4872,1165.9742543697357
143.31386321182492,1.4872,1308.3200507164001
150.2008251592552,1.4872,1456.1018764972687
156.41909071259056,1.4872,1614.3047547340393
165.94231580095664,1.4872,1781.4375562667847
174.5099792664338,1.4872,1931.0804996490479
181.86911340669053,1.4872,2131.775678873062
190.6713534809502,1.4872,2281.181168317795
196.3137266883636,1.4872,2503.3854653835297
204.06503900865243,1.4872,2731.769563436508
211.76682089583022,1.4872,2991.5057384967804
221.14820234168872,1.4872,3289.846615076065
229.40551475063663,1.4872,3538.5577342510223
239.15152214585862,1.4872,3769.6413910388947
245.20181735641881,1.4872,4075.6248688697815
251.49961843521785,1.4872,4333.521550655365
259.02386043143355,1.4872,4575.355382442474
265.8603235025418,1.4872,4888.114075422287
273.19348286710476,1.4872,5209.241588354111
281.85696579974825,1.4872,5519.961105585098
289.6749890266168,1.4872,5987.7331438064575
297.4732488126755,1.4872,6418.590162754059
305.33861290180585,1.4872,6725.653831720352
