cost,incumbents,operation_time
30.0,11.143563995922534,0.0
34.0,11.143563995922534,24.21223473548889
39.0,11.143563995922534,45.38814377784729
44.0,11.143563995922534,65.45482754707336
49.0,11.143563995922534,87.78047370910645
54.0,11.143563995922534,110.21345734596252
59.0,11.143563995922534,132.8286120891571
64.0,11.143563995922534,155.75139498710632
69.0,11.143563995922534,179.70722246170044
73.0,11.143563995922534,204.18132400512695
77.0,11.143563995922534,228.35591530799866
81.0,11.143563995922534,253.02003717422485
84.0,11.143563995922534,277.714373588562
88.0,11.143563995922534,302.68017315864563
91.0,11.143563995922534,327.76181268692017
96.0,11.143563995922534,353.2936131954193
100.0,11.143563995922534,378.4275481700897
104.0,11.143563995922534,403.79552006721497
107.0,11.143563995922534,429.5038356781006
112.0,11.143563995922534,459.60738372802734
116.0,11.143563995922534,490.3995096683502
119.0,11.143563995922534,521.0446577072144
122.0,11.143563995922534,552.9597065448761
125.0,11.143563995922534,583.2516088485718
129.0,11.143563995922534,611.8395054340363
132.0,11.143563995922534,639.2225301265717
134.0,11.143563995922534,667.5448226928711
137.0,11.143563995922534,697.1414494514465
140.0,11.143563995922534,726.2916519641876
143.0,11.143563995922534,756.0312311649323
145.0,11.143563995922534,786.3498301506042
147.0,11.143563995922534,817.022490978241
149.0,11.143563995922534,848.285964012146
153.0,11.143563995922534,880.0843930244446
