cost,incumbents,operation_time
50.0,-1.338165697238362,0.0
57.351371762305966,-1.3381656992072393,45.0665647983551
62.363902256955306,-1.3381656992072393,88.01979160308838
64.99810593524637,-1.3381656992072393,131.57399678230286
69.51829681123755,-1.3381656992072393,178.02039980888367
76.14304609411542,-1.330671305258636,225.41537976264954
85.95553172799877,-1.330671305258636,273.5644257068634
88.24439398399842,-1.330671305258636,321.90136194229126
92.87350924638346,-1.330671305258636,372.81785249710083
102.6601330405971,-1.330671305258636,424.2503139972687
112.56091154543435,-1.330671305258636,475.7269139289856
122.53664300816209,-1.330671305258636,527.481856584549
132.41182553906108,-1.330671305258636,579.4368731975555
141.15945432884445,-1.330671305258636,631.5473091602325
150.664496706455,-1.330671305258636,683.9624917507172
