cost,incumbents,operation_time
50.0,389.1590881347656,0.0
53.22458484168141,389.1590902360933,45.48206567764282
63.152746584542356,389.1590902360933,88.04904222488403
73.1141446806114,389.1590902360933,131.68773317337036
83.04883697012755,389.1590902360933,179.9690592288971
91.81229249001109,389.1590902360933,229.3812599182129
101.79371210843928,389.1590902360933,278.324725151062
111.21212422234834,389.1590902360933,326.3799195289612
120.01165532274683,389.1590902360933,375.1048004627228
129.55402233608223,389.1590902360933,445.3500509262085
138.75605620938177,389.1590902360933,498.8728485107422
148.6232323590259,389.1590902360933,548.9079520702362
157.51621547645354,389.1590902360933,599.6033611297607
165.59524480586077,389.1590902360933,653.5322299003601
175.59524480586077,389.1590902360933,705.6535501480103
184.6527081170799,389.1590902360933,756.6040980815887
194.6527081170799,389.1590902360933,807.814178943634
203.86948008634482,389.1590902360933,860.4127099514008
212.31373680254066,389.1590902360933,913.649756193161
221.41459276292517,389.1590902360933,971.1472327709198
230.2510529775329,389.1590902360933,1028.9967365264893
238.42030735881238,389.1590902360933,1084.864648103714
245.84633369976964,389.1590902360933,1142.7476370334625
255.19372243096166,389.1590902360933,1200.4279282093048
264.9078269283657,389.1590902360933,1259.9277532100677
274.5349462144376,389.1590902360933,1320.2993092536926
284.4676025074392,389.1590902360933,1380.4633185863495
294.4676025074392,389.1590902360933,1442.5032589435577
302.7777775497522,389.1590902360933,1503.3232309818268
